,geneSymbol,moduleColor,GS.morphology,p.GS.morphology,MM.blue,p.MM.blue,MM.turquoise,p.MM.turquoise,MM.grey,p.MM.grey
hsa-mir-376a-2,hsa-mir-376a-2,blue,-0.273783239,0.000543455,0.596514943,2.09E-16,0.180011262,0.024534189,0.118953503,0.139130588
hsa-mir-323,hsa-mir-323,blue,-0.237337349,0.002852073,0.882403966,2.72E-52,0.322785582,3.96E-05,0.32307975,3.89E-05
hsa-mir-323b,hsa-mir-323b,blue,-0.235186231,0.003122433,0.788576778,2.45E-34,0.280039922,0.000399096,0.171339968,0.032462751
hsa-mir-514-1,hsa-mir-514-1,blue,-0.23006791,0.00386102,0.53852069,4.13E-13,0.114181918,0.155809164,-0.014370396,0.858682247
hsa-mir-508,hsa-mir-508,blue,-0.21909359,0.005997126,0.530698224,1.03E-12,0.109342417,0.174216147,-0.002359614,0.976677495
hsa-mir-329-2,hsa-mir-329-2,blue,-0.218600947,0.006113971,0.769595549,8.27E-32,0.334435942,1.98E-05,0.11625333,0.148393045
hsa-mir-514-2,hsa-mir-514-2,blue,-0.217810336,0.006305735,0.54058081,3.24E-13,0.148918898,0.063539557,-0.008984571,0.911364985
hsa-mir-509-2,hsa-mir-509-2,blue,-0.214620881,0.007134907,0.487713533,1.06E-10,0.097995706,0.22358372,0.000357063,0.996470294
hsa-mir-514-3,hsa-mir-514-3,blue,-0.213227626,0.007526572,0.537481702,4.68E-13,0.131195247,0.102571343,-0.005182117,0.948807389
hsa-mir-485,hsa-mir-485,blue,-0.211165853,0.008141209,0.861294882,3.87E-47,0.443189059,6.88E-09,0.187404572,0.019147229
hsa-mir-329-1,hsa-mir-329-1,blue,-0.210854623,0.008237755,0.737555398,4.77E-28,0.362265755,3.37E-06,0.029116947,0.718232326
hsa-mir-202,hsa-mir-202,blue,-0.207594527,0.009311682,0.546134145,1.66E-13,0.018759892,0.816190859,-0.011247025,0.889173639
hsa-mir-494,hsa-mir-494,blue,-0.18849627,0.018445679,0.622657324,4.03E-18,0.303148,0.000119677,0.180430467,0.024197216
hsa-mir-487a,hsa-mir-487a,blue,-0.185547615,0.02039366,0.832227857,2.75E-41,0.390273253,4.74E-07,0.160675012,0.045099171
hsa-mir-1264,hsa-mir-1264,blue,-0.180909406,0.023817097,0.513478952,7.15E-12,0.004077577,0.959708386,-0.027551929,0.732786894
hsa-mir-412,hsa-mir-412,blue,-0.179599319,0.024869239,0.696336725,6.00E-24,0.188669114,0.018336673,0.226872257,0.004398409
hsa-mir-431,hsa-mir-431,blue,-0.174115912,0.02971642,0.893274908,2.39E-55,0.404430779,1.64E-07,0.246297977,0.001939064
hsa-mir-654,hsa-mir-654,blue,-0.166447217,0.037827896,0.699497006,3.08E-24,0.349583567,7.71E-06,0.158743447,0.047779062
hsa-mir-376c,hsa-mir-376c,blue,-0.16409418,0.040663092,0.795321986,2.67E-35,0.4651978,9.44E-10,0.214074059,0.007286413
hsa-mir-376b,hsa-mir-376b,blue,-0.16176582,0.043642018,0.620744842,5.44E-18,0.253750313,0.001391865,0.098633532,0.22056992
hsa-mir-1185-2,hsa-mir-1185-2,blue,-0.160497839,0.045339639,0.527237975,1.54E-12,0.280936939,0.000381588,0.083084028,0.302467044
hsa-mir-495,hsa-mir-495,blue,-0.160268386,0.045652653,0.858830424,1.36E-46,0.397236933,2.83E-07,0.143116776,0.07469406
hsa-mir-377,hsa-mir-377,blue,-0.157981585,0.048871919,0.851577274,4.81E-45,0.43352281,1.58E-08,0.197089118,0.013659973
hsa-mir-539,hsa-mir-539,blue,-0.154355972,0.054361227,0.875081323,2.13E-50,0.384169818,7.38E-07,0.248853103,0.001732603
hsa-mir-409,hsa-mir-409,blue,-0.148939574,0.063502391,0.926080947,4.51E-67,0.580921902,1.87E-15,0.244860799,0.002064787
hsa-mir-376a-1,hsa-mir-376a-1,blue,-0.148868276,0.063630627,0.729292461,3.64E-27,0.350620529,7.21E-06,0.223336907,0.005070329
hsa-mir-154,hsa-mir-154,blue,-0.148620462,0.06407799,0.876610198,8.75E-51,0.501668719,2.54E-11,0.299668448,0.00014442
hsa-mir-543,hsa-mir-543,blue,-0.143787474,0.073328795,0.855123651,8.63E-46,0.497108236,4.08E-11,0.143969858,0.072961052
hsa-mir-134,hsa-mir-134,blue,-0.139845742,0.081649961,0.767887303,1.36E-31,0.501208233,2.66E-11,0.247704546,0.001822798
hsa-mir-370,hsa-mir-370,blue,-0.136025855,0.09042167,0.906050645,2.15E-59,0.512451707,8.00E-12,0.1837431,0.021671417
hsa-mir-758,hsa-mir-758,blue,-0.13132576,0.102226979,0.908671018,2.70E-60,0.526301879,1.71E-12,0.215409734,0.006921275
hsa-mir-496,hsa-mir-496,blue,-0.12505468,0.119831023,0.852693619,2.82E-45,0.465007141,9.61E-10,0.124194366,0.122419246
hsa-mir-136,hsa-mir-136,blue,-0.124856558,0.120423272,0.746625508,4.69E-29,0.502063662,2.43E-11,0.315986547,5.86E-05
hsa-mir-337,hsa-mir-337,blue,-0.121225825,0.131683019,0.74830725,3.02E-29,0.514178303,6.63E-12,0.277350716,0.000456138
hsa-mir-487b,hsa-mir-487b,blue,-0.120941629,0.132597376,0.926112233,4.37E-67,0.5210296,3.10E-12,0.244033304,0.002140491
hsa-mir-770,hsa-mir-770,blue,-0.117290103,0.144782916,0.5651737,1.52E-14,0.168826276,0.035132492,-0.000549729,0.994565734
hsa-mir-1179,hsa-mir-1179,blue,0.113824669,0.157115876,0.544325788,2.06E-13,0.457764368,1.88E-09,0.074103379,0.357901044
hsa-mir-656,hsa-mir-656,blue,-0.108922824,0.175884777,0.699336526,3.19E-24,0.388193544,5.52E-07,0.213934169,0.007325629
hsa-mir-137,hsa-mir-137,blue,-0.10533174,0.190650941,0.582163462,1.57E-15,0.167504486,0.03660927,0.01109099,0.890701556
hsa-mir-1197,hsa-mir-1197,blue,-0.100734835,0.210845415,0.531225576,9.72E-13,0.292088601,0.000215717,0.196976482,0.013714897
hsa-mir-369,hsa-mir-369,blue,-0.090880918,0.259189079,0.873322478,5.81E-50,0.519452259,3.70E-12,0.241605482,0.00237737
hsa-mir-433,hsa-mir-433,blue,-0.090103164,0.26330477,0.857090727,3.26E-46,0.507024131,1.44E-11,0.14882629,0.063706241
hsa-mir-655,hsa-mir-655,blue,-0.087150214,0.279336395,0.761490299,8.41E-31,0.47539091,3.59E-10,0.172352913,0.031436647
hsa-mir-299,hsa-mir-299,blue,-0.085490823,0.288627898,0.543750207,2.21E-13,0.332804318,2.19E-05,0.058785844,0.466025771
hsa-mir-493,hsa-mir-493,blue,-0.084685819,0.293208869,0.709787796,3.31E-25,0.579536924,2.25E-15,0.156586789,0.050926531
hsa-mir-1185-1,hsa-mir-1185-1,blue,-0.08428999,0.295479006,0.624237297,3.13E-18,0.39088282,4.53E-07,0.058612607,0.467343155
hsa-mir-379,hsa-mir-379,blue,-0.083377922,0.300754103,0.858365165,1.72E-46,0.629595705,1.33E-18,0.295578443,0.000179578
hsa-mir-153-2,hsa-mir-153-2,blue,0.081369484,0.312588017,0.371171572,1.84E-06,0.306938355,9.73E-05,0.284538388,0.000318209
hsa-mir-375,hsa-mir-375,blue,0.080587055,0.317279269,0.51659054,5.08E-12,0.339471527,1.46E-05,0.192359128,0.016139142
hsa-mir-7-2,hsa-mir-7-2,blue,0.0786779,0.328916919,0.605198404,5.86E-17,0.451793144,3.22E-09,0.12485293,0.120434137
hsa-mir-7-1,hsa-mir-7-1,blue,0.07817334,0.332037774,0.557120594,4.25E-14,0.531274274,9.66E-13,0.393754632,3.67E-07
hsa-mir-670,hsa-mir-670,blue,0.07701358,0.339282788,0.474151384,4.04E-10,0.28862493,0.000258178,0.119776856,0.136395791
hsa-mir-129-2,hsa-mir-129-2,blue,0.076696977,0.341277926,0.620235312,5.90E-18,0.496657058,4.28E-11,0.149388801,0.062699275
hsa-mir-7-3,hsa-mir-7-3,blue,0.074861722,0.35298922,0.589420044,5.74E-16,0.446351999,5.22E-09,0.104488297,0.194246503
hsa-mir-153-1,hsa-mir-153-1,blue,0.07435849,0.356243945,0.414651028,7.38E-08,0.280995192,0.000380476,0.156814355,0.050586505
hsa-mir-129-1,hsa-mir-129-1,blue,0.070062039,0.384789481,0.622768521,3.96E-18,0.497394682,3.96E-11,0.144891654,0.071125226
hsa-mir-380,hsa-mir-380,blue,-0.069010219,0.391983207,0.804767038,1.04E-36,0.537234765,4.81E-13,0.185430113,0.020474835
hsa-mir-889,hsa-mir-889,blue,-0.062508651,0.438214255,0.906137858,2.01E-59,0.573983837,4.76E-15,0.317047481,5.52E-05
hsa-mir-127,hsa-mir-127,blue,-0.061965802,0.442209804,0.894605291,9.58E-56,0.673663115,5.63E-22,0.266791293,0.000760853
hsa-mir-411,hsa-mir-411,blue,-0.05906351,0.463918516,0.861600173,3.31E-47,0.65893256,8.72E-21,0.226094879,0.00453889
hsa-mir-488,hsa-mir-488,blue,-0.056088736,0.486766024,0.649354539,4.78E-20,0.341159594,1.31E-05,0.071812943,0.372993227
hsa-mir-551b,hsa-mir-551b,blue,0.049002237,0.543532065,0.450515475,3.61E-09,0.308001088,9.17E-05,0.301412483,0.000131476
hsa-mir-410,hsa-mir-410,blue,-0.048726968,0.545801131,0.910926773,4.30E-61,0.570504531,7.56E-15,0.150049938,0.061532453
hsa-mir-204,hsa-mir-204,blue,0.037552098,0.641632417,0.550644963,9.53E-14,0.413003287,8.41E-08,0.308469539,8.94E-05
hsa-mir-381,hsa-mir-381,blue,-0.031079721,0.700121337,0.718860477,4.25E-26,0.545127407,1.87E-13,0.133905531,0.095605385
hsa-mir-873,hsa-mir-873,blue,-0.030595949,0.704570038,0.702989897,1.46E-24,0.431397036,1.88E-08,0.303692788,0.000116182
hsa-mir-432,hsa-mir-432,blue,-0.025694664,0.750183229,0.87665127,8.55E-51,0.582615625,1.48E-15,0.254580156,0.001340602
hsa-mir-382,hsa-mir-382,blue,-0.025631697,0.750775285,0.86607777,3.15E-48,0.702031633,1.79E-24,0.216685831,0.006587721
hsa-mir-1468,hsa-mir-1468,blue,0.020405936,0.800386766,0.625987809,2.37E-18,0.431016256,1.94E-08,0.22184616,0.005380194
hsa-mir-541,hsa-mir-541,blue,-0.018105494,0.822494915,0.796221717,1.98E-35,0.422178,4.03E-08,0.140675868,0.079837229
hsa-mir-876,hsa-mir-876,blue,-0.01747543,0.828575297,0.580384252,2.01E-15,0.355647701,5.21E-06,0.151106733,0.059704362
hsa-mir-668,hsa-mir-668,blue,-0.014007733,0.862212882,0.765284904,2.87E-31,0.442253017,7.46E-09,0.20862548,0.008959414
hsa-mir-665,hsa-mir-665,blue,0.011720934,0.884535578,0.537537387,4.64E-13,0.417407873,5.93E-08,0.229154303,0.00400828
hsa-mir-1224,hsa-mir-1224,blue,-0.009831531,0.903048595,0.745926322,5.63E-29,0.400936574,2.14E-07,0.09288744,0.248775587
hsa-mir-513a-2,hsa-mir-513a-2,grey,-0.291203595,0.000225901,0.29891741,0.000150352,0.064439158,0.424172754,-0.009719442,0.904148621
hsa-mir-3202-2,hsa-mir-3202-2,grey,-0.255848016,0.001265603,0.144203105,0.072492934,0.216843199,0.006547594,0.258646098,0.001113471
hsa-mir-1238,hsa-mir-1238,grey,-0.235377063,0.003097546,0.123756527,0.123752971,0.152312909,0.057672627,-0.010550009,0.896001999
hsa-mir-509-1,hsa-mir-509-1,grey,-0.234945531,0.003154081,0.444391449,6.19E-09,0.153995602,0.054933631,0.022313808,0.782169926
hsa-mir-548f-1,hsa-mir-548f-1,grey,-0.233318571,0.003375703,0.175899213,0.028058584,-0.020317932,0.801229729,0.153715534,0.055381914
hsa-mir-346,hsa-mir-346,grey,-0.23186099,0.003586072,0.45509677,2.39E-09,0.353040735,6.17E-06,0.078544172,0.329742225
hsa-mir-513b,hsa-mir-513b,grey,-0.217337317,0.006423014,0.155717158,0.052243431,-0.07129454,0.376462499,0.023906449,0.767052631
hsa-mir-3119-1,hsa-mir-3119-1,grey,-0.214421035,0.00718995,-0.019819862,0.806004897,-0.036795428,0.648366181,-0.025418543,0.752780576
hsa-mir-3185,hsa-mir-3185,grey,-0.214421035,0.00718995,0.288253586,0.000263164,-0.072380685,0.369216345,-0.024866919,0.757977726
hsa-mir-617,hsa-mir-617,grey,-0.214421035,0.00718995,0.126701344,0.11499567,0.116798818,0.146485217,0.102562338,0.202640983
hsa-mir-4290,hsa-mir-4290,grey,-0.214421035,0.00718995,0.063256584,0.432743032,0.096912569,0.228768263,-0.020128694,0.803043167
hsa-mir-513a-1,hsa-mir-513a-1,grey,-0.21415621,0.007263471,0.182016397,0.02295809,-0.090624516,0.260540996,-0.013430728,0.86783579
hsa-mir-1249,hsa-mir-1249,grey,-0.210765048,0.008265729,0.14105369,0.079022982,0.372185326,1.72E-06,0.34076509,1.34E-05
hsa-mir-506,hsa-mir-506,grey,-0.209251527,0.008751297,0.503128905,2.17E-11,0.069487045,0.38871209,-0.021844242,0.786642917
hsa-mir-509-3,hsa-mir-509-3,grey,-0.205748404,0.009973156,0.447861393,4.57E-09,0.195229725,0.014591723,0.007036667,0.930526709
hsa-mir-940,hsa-mir-940,grey,-0.204689957,0.010370807,0.246439457,0.001927071,0.303484837,0.000117505,0.378808555,1.08E-06
hsa-mir-223,hsa-mir-223,grey,-0.186345386,0.019849843,0.069349822,0.389651775,0.148081802,0.065059271,0.233292951,0.003379302
hsa-mir-455,hsa-mir-455,grey,-0.182560063,0.022546063,0.298000682,0.0001579,0.164153044,0.040590052,0.20229143,0.011324006
hsa-mir-507,hsa-mir-507,grey,-0.182437872,0.022638109,0.507342321,1.39E-11,0.043568708,0.589160473,-0.032982812,0.682720732
hsa-mir-595,hsa-mir-595,grey,-0.180909406,0.023817097,-0.080025373,0.320675017,0.008517041,0.915959884,-0.027154533,0.736498091
hsa-mir-205,hsa-mir-205,grey,-0.175545079,0.028381372,-0.059474331,0.460810388,-0.053150279,0.509912608,-0.001276432,0.987382449
hsa-mir-520f,hsa-mir-520f,grey,-0.169097708,0.034835549,0.123517959,0.124484398,0.095954662,0.233423509,0.365622203,2.69E-06
hsa-mir-484,hsa-mir-484,grey,-0.163929585,0.040867918,0.375889765,1.33E-06,0.482555964,1.78E-10,0.457836103,1.86E-09
hsa-mir-2115,hsa-mir-2115,grey,-0.161816636,0.043575107,0.020802686,0.796589276,0.106129541,0.187294831,0.197940204,0.013251142
hsa-mir-448,hsa-mir-448,grey,-0.159833659,0.046250641,0.3709209,1.87E-06,0.029919266,0.710809504,0.016305104,0.839896205
hsa-mir-3944,hsa-mir-3944,grey,0.159666136,0.046482814,-0.005038917,0.950220182,0.158083351,0.048724748,0.284080446,0.000325687
hsa-mir-1248,hsa-mir-1248,grey,-0.15863201,0.047937632,-0.049802723,0.536960116,0.000925516,0.990851075,0.022360629,0.781724313
hsa-mir-1229,hsa-mir-1229,grey,-0.154342865,0.05438196,-0.007643897,0.924548524,0.111954221,0.164091976,0.140795863,0.079577898
hsa-mir-3146,hsa-mir-3146,grey,-0.151216469,0.05951712,0.32697561,3.10E-05,0.045021872,0.576787291,-0.050013277,0.535238073
hsa-mir-146a,hsa-mir-146a,grey,-0.151034315,0.059828195,0.044569277,0.580627952,0.179365573,0.025061094,0.083663955,0.299093139
hsa-mir-320d-1,hsa-mir-320d-1,grey,-0.14721443,0.066665134,0.158674738,0.04787678,0.414866284,7.26E-08,0.233322785,0.003375111
hsa-mir-296,hsa-mir-296,grey,-0.140316071,0.080618895,0.173756425,0.030060529,0.359163465,4.14E-06,0.298732618,0.000151846
hsa-mir-548t,hsa-mir-548t,grey,0.139757847,0.081843815,0.165333191,0.039148731,0.152900728,0.056703304,0.187386482,0.019159046
hsa-mir-548n,hsa-mir-548n,grey,0.138295965,0.085122581,-0.062230572,0.440258436,0.104426764,0.19451073,-0.076588203,0.341965102
hsa-mir-3651,hsa-mir-3651,grey,-0.135412282,0.09189815,0.137116217,0.087844545,0.023474366,0.771145541,0.176507212,0.027511708
hsa-mir-3649,hsa-mir-3649,grey,-0.134118529,0.095074237,0.161564245,0.043908285,-0.099603007,0.216044479,-0.034633355,0.667762893
hsa-mir-1253,hsa-mir-1253,grey,-0.134118529,0.095074237,0.354424975,5.64E-06,-0.048251422,0.549732025,-0.035174294,0.662888647
hsa-mir-1280,hsa-mir-1280,grey,-0.134118529,0.095074237,-0.063129393,0.433670678,0.030852019,0.702213992,-0.038107091,0.636711861
hsa-mir-3151,hsa-mir-3151,grey,-0.134118529,0.095074237,-0.021671558,0.788289632,-0.024352522,0.762833934,-0.011173013,0.889898325
hsa-mir-3120,hsa-mir-3120,grey,-0.134118529,0.095074237,0.235956363,0.00302309,0.000740205,0.992682864,-0.033815392,0.675159708
hsa-mir-3924,hsa-mir-3924,grey,-0.134118529,0.095074237,-0.024896775,0.757696163,0.082446132,0.306207044,-0.081786929,0.310103722
hsa-mir-2113,hsa-mir-2113,grey,-0.134118529,0.095074237,-0.120372255,0.134443888,-0.248320106,0.001773941,-0.053076432,0.510501562
hsa-mir-519e,hsa-mir-519e,grey,-0.134118529,0.095074237,0.002611816,0.974185545,0.146584968,0.067850652,0.088443133,0.272238001
hsa-mir-1913,hsa-mir-1913,grey,0.13262009,0.098860967,-0.05396633,0.503427798,0.071858806,0.372687249,-0.048352257,0.548897367
hsa-mir-3934,hsa-mir-3934,grey,0.132138063,0.100104131,0.114480441,0.154723535,0.340739929,1.35E-05,0.272246514,0.00058562
hsa-mir-3620,hsa-mir-3620,grey,-0.131429419,0.101954121,0.338422432,1.55E-05,0.234268809,0.003244617,0.237506133,0.002831782
hsa-mir-520h,hsa-mir-520h,grey,-0.13111145,0.102792926,0.164237961,0.040484875,0.260657965,0.001014642,0.229747392,0.003912119
hsa-mir-3194,hsa-mir-3194,grey,-0.13072416,0.103821927,0.117763243,0.143157717,0.230826737,0.003742428,0.170112397,0.033744215
hsa-mir-33a,hsa-mir-33a,grey,-0.129732133,0.106494655,0.202443446,0.011261383,0.06806201,0.398537047,0.133518528,0.096576462
hsa-mir-1295,hsa-mir-1295,grey,0.128376411,0.11023424,0.083670223,0.299056807,0.359596182,4.02E-06,0.024493329,0.761503712
hsa-mir-3677,hsa-mir-3677,grey,-0.127554543,0.112550787,0.136056531,0.09034835,0.341918696,1.25E-05,0.317501621,5.37E-05
hsa-mir-1260b,hsa-mir-1260b,grey,0.126417257,0.11581885,0.043258091,0.591820914,0.061291339,0.447202707,0.056247738,0.485529791
hsa-mir-592,hsa-mir-592,grey,-0.126281588,0.116213586,0.374385616,1.47E-06,0.195017325,0.01470161,0.185145757,0.020672436
hsa-mir-3622a,hsa-mir-3622a,grey,0.125152093,0.119540656,0.227089287,0.004359893,0.363878034,3.02E-06,0.118168004,0.141778426
hsa-mir-3143,hsa-mir-3143,grey,-0.124566319,0.121294979,-0.003990469,0.960568418,0.05668604,0.482130722,0.126542769,0.1154546
hsa-mir-3150,hsa-mir-3150,grey,-0.124533369,0.121394251,0.016540911,0.83761245,-0.037306601,0.643813983,-0.042632699,0.597193914
hsa-mir-3188,hsa-mir-3188,grey,-0.124444877,0.121661168,0.170349291,0.033493639,0.060283764,0.454720373,-0.009232885,0.908925724
hsa-mir-1537,hsa-mir-1537,grey,-0.123640068,0.124109605,0.09657196,0.230415997,0.069353662,0.389625456,0.221218941,0.005515551
hsa-mir-23c,hsa-mir-23c,grey,0.122477294,0.127714082,0.183154879,0.022102577,0.403764671,1.73E-07,-0.096104352,0.23269169
hsa-mir-3613,hsa-mir-3613,grey,-0.122152856,0.128734055,0.10753245,0.181498333,0.184275313,0.021287578,0.222622001,0.005216877
hsa-mir-1226,hsa-mir-1226,grey,-0.12201022,0.129184456,0.152771679,0.056914949,0.341696874,1.27E-05,0.321108884,4.37E-05
hsa-mir-3610,hsa-mir-3610,grey,0.121714854,0.130120982,0.132039034,0.100361052,0.382514001,8.31E-07,0.222722142,0.005196123
hsa-mir-1908,hsa-mir-1908,grey,-0.12126913,0.131544118,0.272237251,0.000585883,0.153475029,0.055769275,0.242357378,0.002301585
hsa-mir-3164,hsa-mir-3164,grey,0.121033795,0.132300316,-0.095350632,0.236392951,-0.068163461,0.397832733,-0.040925683,0.611970161
hsa-mir-1298,hsa-mir-1298,grey,-0.118851079,0.139473693,0.355570334,5.24E-06,0.092001647,0.253336416,0.014330041,0.859074979
hsa-mir-548e,hsa-mir-548e,grey,0.118330826,0.141226445,0.130470961,0.104499029,0.204825583,0.010319085,0.26918838,0.000678637
hsa-mir-383,hsa-mir-383,grey,-0.118204039,0.141656123,0.278962044,0.000421117,0.277565439,0.00045132,0.109437166,0.173840974
hsa-mir-188,hsa-mir-188,grey,-0.116851163,0.146303123,0.371823086,1.76E-06,0.409376963,1.12E-07,0.45466533,2.49E-09
hsa-mir-30c-1,hsa-mir-30c-1,grey,-0.116231417,0.148470078,0.240875807,0.002453071,0.349700396,7.65E-06,0.281418215,0.00037249
hsa-mir-1288,hsa-mir-1288,grey,0.114792746,0.153593886,0.14664635,0.067734295,0.334478647,1.98E-05,0.253072225,0.001435077
hsa-mir-1236,hsa-mir-1236,grey,0.114656279,0.154086738,0.021517066,0.789763655,0.087708211,0.276257734,-0.023773608,0.768310287
hsa-mir-139,hsa-mir-139,grey,-0.114118607,0.156040141,0.222034547,0.005340123,0.189671558,0.017715419,0.050464289,0.531558715
hsa-mir-3683,hsa-mir-3683,grey,0.113884041,0.156898141,0.099652497,0.21581525,0.249916013,0.001652775,0.026590269,0.741778092
hsa-mir-3910-2,hsa-mir-3910-2,grey,-0.11298473,0.160220498,-0.003288651,0.967499189,0.028865687,0.720562384,0.033360554,0.679286323
hsa-mir-124-2,hsa-mir-124-2,grey,0.112684743,0.161340385,0.250132477,0.001636934,0.21750496,0.006381228,0.070644872,0.380837953
hsa-mir-4254,hsa-mir-4254,grey,-0.112684743,0.161340385,-0.066219785,0.411455462,-0.085565814,0.288203602,-0.029833871,0.711598274
hsa-mir-3918,hsa-mir-3918,grey,-0.112511599,0.161989409,0.245722474,0.001988548,0.110406527,0.170036942,-0.049220924,0.541732723
hsa-mir-548p,hsa-mir-548p,grey,0.111755712,0.164845694,0.007822476,0.922791197,0.038566218,0.632653204,0.056085404,0.48679195
hsa-mir-1243,hsa-mir-1243,grey,0.110243567,0.170672084,0.127940695,0.111457675,0.188315125,0.018560522,0.051247982,0.52519569
hsa-mir-3195,hsa-mir-3195,grey,0.109306119,0.174360029,0.195637746,0.014382641,0.322409218,4.05E-05,-0.015125263,0.85134244
hsa-mir-516b-1,hsa-mir-516b-1,grey,0.108569833,0.177297665,0.079657519,0.322911643,0.208643207,0.008953461,0.641886541,1.73E-19
hsa-mir-658,hsa-mir-658,grey,-0.108290812,0.178420388,0.051045931,0.5268325,0.106344255,0.186399016,0.082709896,0.304656924
hsa-mir-3647,hsa-mir-3647,grey,0.108076991,0.179284298,0.185069046,0.020726024,0.271179224,0.000616658,0.284015533,0.000326761
hsa-mir-3198,hsa-mir-3198,grey,0.107484761,0.181693186,-0.085169119,0.290452828,0.06495094,0.42049448,-0.063667874,0.429751158
